"Song","Artist","Plays","First Listen","ID"
"679 (feat. Remy Boyz)","Fetty Wap",70,"2016-04-24","5NQbUaeTEOGdD6hHcre0dZ"
"Comin Out Strong (feat. The Weeknd)","Future",70,"2017-06-02","1B87ZDrD3Pno9hS4stamWO"
"Contra","Logic",70,"2018-03-09","7u90MSvVyEjL0c8icaE7jl"
"Electric Feel","MGMT",70,"2021-02-11","3FtYbEfBqAlGO46NUDQSAt"
"Happier","Marshmello",70,"2019-02-26","2dpaYNEQHiRxtZbfNsse99"
"Mr. Blue Sky","Electric Light Orchestra",70,"2019-01-16","2RlgNHKcydI9sayD2Df2xp"
"4 AM","2 Chainz",69,"2017-08-30","1nX9KhK3Fff27SnrIor2Yb"
"4 Da Gang (with Roddy Ricch)","42 Dugg",69,"2021-08-12","1mAey8kEPmDM2icL56kS9d"
"Can't Hold Us (feat. Ray Dalton)","Macklemore & Ryan Lewis",69,"2017-06-07","3bidbhpOYeV4knp8AIu8Xn"
"House Of Balloons / Glass Table Girls","The Weeknd",69,"2021-02-09","50iiDJGpAPdr2VTrz999XA"
"No Problem (feat. Lil Wayne & 2 Chainz)","Chance the Rapper",69,"2017-06-21","0v9Wz8o0BT8DU38R4ddjeH"
"Sorry","Justin Bieber",69,"2017-08-14","09CtPGIpYB4BrO8qb1RGsF"
"Circles","Post Malone",68,"2020-01-04","21jGcNKet2qwijlDFuPiPb"
"Feel No Ways","Drake",68,"2020-05-06","3cjF2OFRmip8spwZYQRKxP"
"Holiday / Boulevard of Broken Dreams","Green Day",68,"2017-10-10","0MsrWnxQZxPAcov7c74sSo"
"Lonely Together (feat. Rita Ora)","Avicii",68,"2017-09-07","75NhhYjHO43mvZgYtnXgti"
"Revolution - Remastered 2009","The Beatles",68,"2018-12-03","3UDmHZcBTQp8Iu8droNtUl"
"All Mine","Kanye West",67,"2019-09-06","3U21A07gAloCc4P7J8rxcn"
"Fireflies","Owl City",67,"2020-01-13","3DamFFqW32WihKkTVlwTYQ"
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)","DJ Khaled",67,"2017-07-22","1jYiIOC5d6soxkJP81fxq2"
"INVENTED IT","Baby Keem",67,"2021-03-15","6xxvhqxfBAhAOsf8OJ5shT"
"Oh My Dis Side (feat. Quavo)","Travis Scott",67,"2018-09-16","2rMFawCg4BW65jzbwztXAV"
"Paranoid","Kanye West",67,"2019-09-20","0w2piYWj1F2bzUftzGJgK9"
"The Real Slim Shady","Eminem",67,"2017-09-11","3yfqSUWxFvZELEM4PmlwIR"
"Wesley's Theory","Kendrick Lamar",67,"2022-02-14","7Ks4VCY1wFebnOdJrM13t6"
"Summer Sixteen","Drake",66,"2017-08-04","17Q87zeXgsAi9iQQbMu9v0"
"Wizard Of Oz","Logic",66,"2018-03-09","2ycWek3FNNVHBhz2TcnOzZ"
"GOD.","Kendrick Lamar",65,"2017-06-28","5p3NP9mQblDsVJLdfNZJ3I"
"Sativa","Jhene Aiko",65,"2018-07-16","2pg2TiYo9Rb8KeB5JjP7jS"
"The Void","Kid Cudi",65,"2020-12-11","2yg7MXp8nSPaf61HVkhEr3"
"Viva La Vida","Coldplay",65,"2017-12-04","1mea3bSkSGXuIRvnydlB5b"
"Boulevard of Broken Dreams","Green Day",64,"2018-06-02","5GorCbAP4aL0EJ16frG2hd"
"Codeine Dreaming (feat. Lil Wayne)","Kodak Black",64,"2018-01-06","4DTpngLjoHj5gFxEZFeD3J"
"Drank in My Cup","Kirko Bangz",64,"2017-12-09","3m8CQnnfJJp4eQMWWl3zay"
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)","Calvin Harris",64,"2017-07-04","6BaCraQ9xeLYg4Sb9TBT2X"
"Freakin' Out On the Interstate","Briston Maroney",64,"2021-02-11","0awZwmlC6pxH65KTZpadmX"
"I Gotta Feeling","Black Eyed Peas",64,"2017-05-30","4vp2J1l5RD4gMZwGFLfRAu"
"Lucky You (feat. Joyner Lucas)","Eminem",64,"2018-08-31","60SdxE8apGAxMiRrpbmLY0"
"Mask Off (feat. Kendrick Lamar) - Remix","Future",64,"2017-05-27","6DB2KOEwHnjkgEnBt5SdeJ"
"Trap Queen","Fetty Wap",64,"2017-05-16","2d8JP84HNLKhmd6IYOoupQ"
"Bound 2","Kanye West",63,"2020-07-11","3sNVsP50132BTNlImLx70i"
"Classic","MKTO",63,"2020-10-04","6FE2iI43OZnszFLuLtvvmg"
"Congratulations","Post Malone",63,"2017-05-02","3a1lNhkSLSkpJE4MSHpDu9"
"Gyalchester","Drake",63,"2017-05-05","6UjfByV1lDLW0SOVQA4NAi"
"Situation","Don Toliver",63,"2020-09-16","7w0BSw2zbz5k2YY7FOAsSm"
"XO TOUR Llif3","Lil Uzi Vert",63,"2017-05-16","2eMwDehkIC1j68U6FA3Eiq"
"16","Baby Keem",62,"2021-09-10","1Is8hGpkGMiePASAxBluxM"
"Crazy Little Thing Called Love","Queen",62,"2018-11-29","2NpKgRCZfFb8fVmvk16iMx"
"Let's Get Lost (feat. Devon Baldwin)","G-Eazy",62,"2017-09-08","5DSr1NMci58MEgS20vivSL"
"Rocketeer","Far East Movement",62,"2019-05-18","45sDIKapDyxPl307QpEAwl"
"Work Out","J. Cole",62,"2020-01-07","2wAJTrFhCnQyNSD3oUgTZO"
"9TH GRADE","Jack Harlow",61,"2021-03-15","4gfv0mYZvVXDJNRt8UjA1q"
"COFFEE BEAN","Travis Scott",61,"2018-09-14","6vnfObZ4Ys70SBAtti1xZ9"
"Champion","Kanye West",61,"2020-07-11","2aHlRZIGUFThu3eQePm6yI"
"Come & Go (with Marshmello)","Juice WRLD",61,"2020-09-09","2Y0wPrPQBrGhoLn14xRYCG"
"DJ Got Us Fallin' In Love (feat. Pitbull)","Usher",61,"2017-09-07","4356Typ82hUiFAynbLYbPn"
"Hold On, We're Going Home","Drake",61,"2018-09-14","2aSC2xhRxOLiiZZVjhbylH"
"Relationship (feat. Future)","Young Thug",61,"2017-08-02","25oOaleife6E2MIKmFkPvg"
"Safe And Sound","Capital Cities",61,"2016-04-27","6Z8R6UsFuGXGtiIxiD8ISb"
"Saint","Huncho Jack",61,"2018-01-26","7foypmc7KZyU716Yv63BPe"
"Sgt Pepper's Lonely Hearts Club Band","The Beatles",61,"2018-12-04","6pcO0mAQbpKbqKeiFHuTRR"
"Shape of You","Ed Sheeran",61,"2017-03-31","0FE9t6xYkqWXU2ahLh6D8X"
"5% TINT","Travis Scott",60,"2018-08-03","11kDth1aKUEUMq9r1pqyds"
"Solo Dolo (Nightmare)","Kid Cudi",60,"2020-11-10","2EHEQx2avP1fNBLJf5UGYy"
"Space Cadet (feat. Gunna)","Metro Boomin",60,"2019-09-16","1fewSx2d5KIZ04wsooEBOz"
"Fast Car","Jonas Blue",59,"2016-04-28","2mCF8L0brIs88eH6Kf2h9p"
"Gimme Shelter","The Rolling Stones",59,"2020-01-14","6H3kDe7CGoWYBabAeVWGiD"
"Saturday Sun","Vance Joy",59,"2019-03-30","2RiBogNRfulkNf7fVbPOrJ"
"TEMPTATION","Joey Bada$$",59,"2017-06-20","3gJDgenxLephg09x86IxPs"
"Treasure","Bruno Mars",59,"2018-03-20","55h7vJchibLdUkxdlX3fK7"
"Clap - From Road To Fast 9 Mixtape","Don Toliver",58,"2020-10-11","2xypqRTnVOL7MjMJ6B79au"
"Come Together - Remastered 2009","The Beatles",58,"2017-10-15","2EqlS6tkEnglzr7tkKAAYD"
"Empire State Of Mind","JAY-Z",58,"2019-12-05","2igwFfvr1OAGX9SKDCPBwO"
"Fat Bottomed Girls","Queen",58,"2018-12-03","39sH8Fl415P7O8GRP1Td6Z"
"Free Fallin'","Tom Petty",58,"2017-10-08","5tVA6TkbaAH9QMITTQRrNv"
"I Saw Her Standing There - Remastered 2009","The Beatles",58,"2018-12-02","3KiexfmhxHvG5IgAElmTkd"
"It's the Time to Disco","Shankar-Ehsaan-Loy",58,"2019-04-23","3hCUkos0NxuSFl73oOHJzb"
"Look Back at It","A Boogie Wit da Hoodie",58,"2019-01-15","3Ol2xnObFdKV9pmRD2t9x8"
"Love Natural","Crystal Fighters",58,"2020-03-30","6wpx4u1PeQlXEvZMPQ49sU"
"Loving Is Easy (feat. Benny Sings)","Rex Orange County",58,"2021-12-02","5EYi2rH4LYs6M21ZLOyQTx"
"Pills & Automobiles (feat. Yo Gotti, A Boogie Wit Da Hoodie & Kodak Black)","Chris Brown",58,"2019-01-08","5gx2E5aIXMRBellPZW1up5"
"a lot","21 Savage",58,"2019-02-07","2t8yVaLvJ0RenpXUIAC52d"
"oui","Jeremih",58,"2016-04-21","0PJIbOdMs3bd5AT8liULMQ"
"Dead Man Walking","Brent Faiyaz",57,"2020-11-22","5VlTQnZO89Ioku8ssdbqJk"
"Fake Love","Drake",57,"2017-08-03","343YBumqHu19cGoGARUTsd"
"POWER","Kanye West",57,"2017-05-28","2gZUPNdnz5Y45eiGxpHGSc"
"Pray 4 Love (feat. The Weeknd)","Travis Scott",57,"2019-02-11","2dJ4rGtsOHOgvTQawsCRtg"
"Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy)","Martin Garrix",57,"2021-02-15","7Feaw9WAEREY0DUOSXJLOM"
"Wolves","Kanye West",57,"2019-07-19","432hUIl3ISDeytYW5XBQ5h"
"XO Tour Llif3","Lil Uzi Vert",57,"2017-10-09","7GX5flRQZVHRAGd6B4TmDO"
"wish you were gay","Billie Eilish",57,"2019-04-21","3Fj47GNK2kUF0uaEDgXLaD"
"All You Need Is Love - Remastered 2009","The Beatles",56,"2019-01-15","2Z8cY4QpZTFUZxCQCpvNe1"
"American Boy","Estelle",56,"2020-11-13","22UDw8rSfLbUsaAGTXQ4Z8"
"Banana Clip","Miguel",56,"2021-09-03","6xagjcywpcyNFghafZPQJv"
"Come Closer","Osibih",56,"2019-09-20","1PHEt8tMzlYut1Z4Olcg8O"
"Come Through and Chill (feat. J. Cole & Salaam Remi)","Miguel",56,"2019-11-25","1m8WpLYXEiNVZchsWEcCSy"
"Deserve (feat. Travis Scott)","Kris Wu",56,"2017-10-25","5075foWfaIxJZr3hGMopXO"
"Famous","Kanye West",56,"2017-05-29","19a3JfW8BQwqHWUMbcqSx8"
"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",56,"2020-09-11","2DQNYMRjisN3KAPj1bEwOI"
"Sept. 16","Kid Cudi",56,"2020-12-11","3Uw2se3aQU1UFrpRBvBnB4"
"Sunday Morning","Maroon 5",56,"2018-01-02","1YI0uK36eupTmw9F8kHysr"
"Cardigan","Don Toliver",55,"2020-06-13","0Li1OuXXfi7950ilZUFGkF"
"Cigarettes On Patios","BabyJake",55,"2021-02-11","0LJDFZohBgWOMvXQw0cc9W"
"Diva","Don Toliver",55,"2020-09-15","6FIsKBZc3EHaTvWndQajIF"
"My Girl","The Temptations",55,"2019-03-23","745H5CctFr12Mo7cqa1BMH"
"Swervin (feat. 6ix9ine)","A Boogie Wit da Hoodie",55,"2019-01-15","1wJRveJZLSb1rjhnUHQiv6"
"Violent Crimes","Kanye West",55,"2019-11-17","3s7MCdXyWmwjdcWh7GWXas"
"X&Y","Coldplay",55,"2017-10-17","2rxp56vVQp1zzumJ0eHLmw"
"Yellow","Coldplay",55,"2020-03-14","3AJwUDP919kvQ9QcozQPxg"
"Big Fish","Vince Staples",54,"2017-07-08","6eL1ncVDtQHgSm3E288TS7"
"Coldest Winter","Kanye West",54,"2020-07-11","2RRFTLIglxHgAYQzsSLI4Y"
"Danza Kuduro","Don Omar",54,"2021-02-21","2a1o6ZejUi8U3wzzOtCOYw"
"Dissolve","Absofacto",54,"2019-10-20","7pBrj5rt4SSxXwFKOyZfHR"
"Jackie Chan","Bantu",54,"2019-09-20","4yoVysVzKbW0da1sayGpWp"
"Mood (feat. iann dior)","24kGoldn",54,"2020-09-19","3tjFYV6RSFtuktYl3ZtYcq"
"Smoothies In 1991","Larry June",54,"2022-05-24","5hmv0zcBcIX8OIVG98imHa"
"Spiderhead","Cage The Elephant",54,"2021-05-26","5r5Lj2MkgwQJz6TaBdL865"
"Starman - 2012 Remaster","David Bowie",54,"2019-01-17","0pQskrTITgmCMyr85tb9qq"
"Tequila Shots","Kid Cudi",54,"2020-12-11","30KctD1WsHKTIYczXjip5a"
"Waves - Robin Schulz Radio Edit","Mr. Probz",54,"2019-05-14","1HFfMOxCAT4GAwaPfCdmUs"
"wonderful","Travis Scott",54,"2018-09-07","1cZlBZwnwGPtYeRIeQcoFh"
"3500 (feat. Future & 2 Chainz)","Travis Scott",53,"2018-12-21","1SGt65i9AnXYdDQt1AtDRH"
"44 More","Logic",53,"2018-02-23","3e7Y6sfFlIdBMJhX7wpqVO"
"Alright","Logic",53,"2017-07-15","0lwkTJnLBVWvEnxtku7Msy"
"Black Madonna","Cage The Elephant",53,"2021-12-02","4Y6GIje3GErVRIq1Ff5BJq"
"Don't Stop Believin'","Journey",53,"2017-09-22","3HRQtRUYnnuZY7fE900XtJ"
"Father Time (feat. Sampha)","Kendrick Lamar",53,"2022-05-13","28qA8y1sz0FTuSapsCxNOG"
"Getting Better","The Beatles",53,"2018-12-04","1GqRv17EiYH30nM3MYE2h5"
"Now Or Never","Halsey",53,"2017-06-15","7i2DJ88J7jQ8K7zqFX2fW8"
"SAD!","XXXTENTACION",53,"2018-04-05","3ee8Jmje8o58CHK66QrVC2"
"Stan","Eminem",53,"2017-09-05","3UmaczJpikHgJFyBTAJVoz"
"Dangerous World (feat. Travis Scott & YG)","Mustard",52,"2019-02-05","4pM4yFNLj3pTiNXOZsWYxf"
"Drip Too Hard (Lil Baby & Gunna)","Lil Baby",52,"2018-12-06","78QR3Wp35dqAhFEc2qAGjE"
"Everyday","Logic",52,"2018-03-02","4EAV2cKiqKP5UPZmY6dejk"
"I Want To Hold Your Hand - Remastered 2015","The Beatles",52,"2018-07-27","4pbG9SUmWIvsROVLF0zF9s"
"Mojo So Dope","Kid Cudi",52,"2020-07-10","6hPSal3ragmfUt1I5mKZjn"
"Speed of Sound","Coldplay",52,"2020-03-22","7clUVcSOtkNWa58Gw5RfD4"
"BEST INTEREST","Tyler, The Creator",51,"2020-06-13","3jHdKaLCkuNEkWcLVmQPCX"
"Big Shot (with Travis Scott)","Kendrick Lamar",51,"2018-02-09","5cXg9IQS34FzLVdHhp7hu7"
"Drowning (feat. Kodak Black)","A Boogie Wit da Hoodie",51,"2017-05-18","6Q2FftbUG530lCtBI74bMH"
"Fortunate Son","Creedence Clearwater Revival",51,"2019-01-17","4BP3uh0hFLFRb5cjsgLqDh"
"God's Plan","Drake",51,"2018-01-22","2XW4DbS6NddZxRPm5rMCeY"
"Going Bad (feat. Drake)","Meek Mill",51,"2018-11-30","2IRZnDFmlqMuOrYOLnZZyc"
"Lean Wit Me","Juice WRLD",51,"2019-12-21","3oDkdAySo1VQQG0ptV7uwa"
"Mona Lisa (feat. Kendrick Lamar)","Lil Wayne",51,"2018-09-28","0dbTQYW3Ad1FTzIA9t90E8"
"Pink + White","Frank Ocean",51,"2017-09-25","3xKsf9qdS1CyvXSMEid6g8"
"Robbery","Juice WRLD",51,"2019-09-12","6Hj9jySrnFppAI0sEMCZpJ"
"Start Wit Me (feat. Gunna)","Roddy Ricch",51,"2020-01-02","7A20WnLkjtZU2d7hIB6Ziu"
"Another Day","Kid Cudi",50,"2020-12-11","6myUpr3GDR80Dg3zqNTmmG"
"Bohemian Rhapsody - Remastered 2011","Queen",50,"2017-10-16","7tFiyTwD0nx5a1eklYtX2J"
"Halo","Cage The Elephant",50,"2021-05-26","00CqEmnPLFKDhAb3cuu6Cs"
"Listen to the Music","The Doobie Brothers",50,"2020-08-04","7Ar4G7Ci11gpt6sfH9Cgz5"
"Mo Bamba","Sheck Wes",50,"2018-08-17","1xzBco0xcoJEDXktl7Jxrr"
"Ni**as In Paris","JAY-Z",50,"2016-04-30","2KpCpk6HjXXLb7nnXoXA5O"
"Panini","Lil Nas X",50,"2019-07-26","6fTt0CH2t0mdeB2N9XFG5r"
"Six Feet Under","The Weeknd",50,"2017-05-02","4mU5iXHeLgbR94siF7p1sY"
"Woh Ladki Hai Kahan","Shaan",50,"2019-04-23","2tO0QPdCA0jgDBshTuYYkc"
"cocoa (with Don Toliver)","Baby Keem",50,"2021-09-10","3OEjvmEBRrdTYbbrkiXG8a"
"iSpy (feat. Lil Yachty)","KYLE",50,"2017-03-27","2EEeOnHehOozLq4aS0n6SL"
"Champions","Kanye West",49,"2017-06-08","2nBI3iWLhupR7LyAJ5GGkE"
"Enna Sona","A.R. Rahman",49,"2019-07-05","6bdpj89aYEBjhpsenXAsmO"
"Just What I Am","Kid Cudi",49,"2020-08-15","20bJBbPapGQ4bqs0YcA9xY"
"Last Christmas","Wham!",49,"2019-11-20","2FRnf9qhLbvw8fu4IBXx78"
"Mockingbird","Eminem",49,"2017-09-11","561jH07mF1jHuk7KlaeF0s"
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix","Ty Dolla $ign",49,"2018-06-24","7t2bFihaDvhIrd2gn2CWJO"
"REVOFEV","Kid Cudi",49,"2020-06-13","0Epl79nHvdyTdZRAiWpJah"
"Roses","Kanye West",49,"2019-07-19","2DHNCWZYmVr1Lv08q5b0kB"
"Same Old Love","Selena Gomez",49,"2018-04-24","1BZG99C7Co1r6QUC3zaS59"
"Starboy","The Weeknd",49,"2017-03-27","7MXVkk9YMctZqd1Srtv4MB"
"Sunflower","Rex Orange County",49,"2019-01-23","4EpZ4eYuZOwPSSwyqpdHnJ"
"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",49,"2018-11-11","0RiRZpuVRbi7oqRdSMwhQY"
"Trophies","Young Money",49,"2017-07-21","6HfOzLLjsaXsehIFEsrxTk"
"What More Can I Say","NxWorries",49,"2021-03-14","5mtfHX4VyY5D81WMaOHgHV"
"With A Little Help From My Friends","The Beatles",49,"2018-12-04","4CEoeG1rCKomLu9DtRvX5l"
"hot girl bummer","blackbear",49,"2019-09-22","7aiClxsDWFRQ0Kzk5KI5ku"
"Alone","Marshmello",48,"2019-02-25","3MEYFivt6bilQ9q9mFWZ4g"
"Colors - Audien Remix","Halsey",48,"2020-09-22","3WtCu35qpzGCLIGa8pczdu"
"Crab Rave","Noisestorm",48,"2019-08-23","4qDHt2ClApBBzDAvhNGWFd"
"High Hopes","Panic! At The Disco",48,"2019-10-14","1rqqCSm0Qe4I9rUvWncaom"
"Hood Politics","Kendrick Lamar",48,"2020-12-16","2UOYzhusMTypF7oAQwksCj"
"Long Time - Intro","Playboi Carti",48,"2021-06-07","4IO2X2YoXoUMv0M2rwomLC"
"My Nigga","YG",48,"2018-02-15","02pf9lLM8Nb8l4u4ts1GWb"
"Ric Flair Drip (with Metro Boomin)","Offset",48,"2017-11-28","7sO5G9EABYOXQKNPNiE9NR"
"Right Above It","Lil Wayne",48,"2018-08-18","1kMuU3TNQvHbqvXCWBodmP"
"Take It or Leave It","Cage The Elephant",48,"2021-05-26","43O3Iu8mDJy10i6k8SVRXX"
"The Heart Part 4","Kendrick Lamar",48,"2017-06-22","1zayuwd1YLZsYDArkruHdL"
"Time of Our Lives","Pitbull",48,"2017-09-27","2bJvI42r8EF3wxjOuDav4r"
"Tourist","Quinn XCII",48,"2021-02-11","1gnYyhbQVmPskm6idTMrx3"
"Wake Me Up","Avicii",48,"2017-11-11","4h8VwCb1MTGoLKueQ1WgbD"
"Yes Indeed","Lil Baby",48,"2018-06-19","6vN77lE9LK6HP2DewaN6HZ"
"through the late night","Travis Scott",48,"2018-12-21","1Ci4wASMY4xtKVMeHA6Sd5"
"All Of The Lights (Interlude)","Kanye West",47,"2020-08-15","4D6TpthzUVNTjWQqfBW5Kb"
"Back To Back","Drake",47,"2017-07-28","5lFDtgWsjRJu8fPOAyJIAK"
"Day Tripper - Remastered 2015","The Beatles",47,"2018-12-03","29b2b96jozyD9GPCkOrVLs"
"Feels Like Summer","Childish Gambino",47,"2018-08-24","7p4vHnYXkxlzvfePJVpcTr"
"High For This","The Weeknd",47,"2020-03-20","0a3T2HEIV4jTjhzNkM6eRx"
"Nowhere To Run","Ryan Trey",47,"2020-01-02","72XxzjvIBR0TKljL0ETcGQ"
"OUT FRONT","Jack Harlow",47,"2021-03-04","6ukXwaLZoMjeqA98ZdKLtq"
"BUSS HER UP","Baby Keem",46,"2021-03-15","7qfO0IGkZ1a2OnUOkMoR4D"
"Boulevard of Broken Dreams (feat. John Gallagher Jr., Rebecca Naomi Jones, Stark Sands, The American Idiot Broadway Company)","Green Day",46,"2017-10-10","41pFyxOpS119Pb8JEzhx0w"
"Go Your Own Way - 2004 Remaster","Fleetwood Mac",46,"2019-10-14","4xh7W7tlNMIczFhupCPniY"
"Guillotine","Jon Bellion",46,"2016-04-24","560zE7eP6taPhWFErzRFD3"
"Killing Spree","Logic",46,"2017-06-28","6OQea06z3cbOqYgG2O6eOZ"
"Mask Off","Future",46,"2017-03-27","3rOSwuTsUlJp0Pu0MkN8r8"
"Midnight City","M83",46,"2021-02-15","1eyzqe2QqGZUmfcPZtrIyt"
"Moment (feat. Wiz Khalifa)","KYLE",46,"2019-01-10","0oXIvlG6j5mCeViCB1E6Lv"
"Moves Like Jagger - Studio Recording From """"The Voice"""" Performance","Maroon 5",46,"2017-10-07","7LcfRTgAVTs5pQGEQgUEzN"
"Nobody Else but You","Trey Songz",46,"2017-06-09","1HOUzEsetdIPSpAgRPhZQt"
"RAPSTAR","Polo G",46,"2021-06-01","43PGPuHIlVOc04jrZVh9L6"
"Replay","Iyaz",46,"2018-02-09","5vlEg2fT4cFWAqU5QptIpQ"
"Stay","Zedd",46,"2017-08-12","6uBhi9gBXWjanegOb2Phh0"
"Team","Lorde",46,"2020-09-25","3G6hD9B2ZHOsgf4WfNu7X1"
"With You","Lil Wayne",46,"2019-01-06","46ymJU8Bt4i3nj91UV1WPk"
"BIG CHILLIN","Jack Harlow",45,"2021-04-28","2zQAmeVTYjr4oDBR9r6LAG"
"California Dreamin' - Single Version","The Mamas & The Papas",45,"2020-11-14","4s6LhHAV5SEsOV0lC2tjvJ"
"Dear Prudence - Remastered 2009","The Beatles",45,"2019-01-15","5NQYyej46WQkgCbnzGD21W"
"Escape From LA","The Weeknd",45,"2020-03-20","1sOW4PuG5X3Ie3EXUhAopJ"
"From The D To The A (feat. Lil Yachty)","Tee Grizzley",45,"2018-04-20","2NyrXRn4tancYPW6JwtTl2"
"Good Time","Owl City",45,"2019-06-21","1kPpge9JDLpcj15qgrPbYX"
"L$D","A$AP Rocky",45,"2020-06-12","4S7YHmlWwfwArgd8LfSPud"
"Miss Charlotte","Baby Keem",45,"2021-03-15","420ZJ2hWsQv7i8IuER1e9e"
"Narcos","Migos",45,"2018-06-22","0wbnC9AUenxp613TYaJsGK"
"Old Time Rock & Roll","Bob Seger",45,"2020-03-06","5EOoMWIB9iK4ZpcSex9Ec7"
"Opinions","Baby Keem",45,"2021-03-15","2zzxI9ZkB5Xjfd76kfzZGG"
"Paradise","Coldplay",45,"2017-09-02","6nek1Nin9q48AVZcWs9e9D"
"Party Monster","The Weeknd",45,"2017-03-27","4F7A0DXBrmUAkp32uenhZt"
"Brown Eyed Girl","Van Morrison",44,"2021-03-14","3yrSvpt2l1xhsV9Em88Pul"
"Eastside (with Halsey & Khalid)","benny blanco",44,"2019-06-21","7FGq80cy8juXBCD2nrqdWU"
"Fix You","Coldplay",44,"2017-09-15","7LVHVU3tWfcxj5aiPFEW4Q"
"Freaking Out the Neighborhood","Mac DeMarco",44,"2021-07-28","3HlK8txWAdtKMrbsqX40pl"
"Freaky","Tory Lanez",44,"2019-06-11","7EAaSaj1OgZgMX5yZyFXFC"
"Gimme! Gimme! Gimme! (A Man After Midnight)","ABBA",44,"2019-01-22","2PzCOP5Aj9SABiBgNEZ52G"
"I Want To Break Free","Queen",44,"2018-11-30","1IVZX29ZuEXng3ChRnp3tL"
"Maahi Ve","Shankar-Ehsaan-Loy",44,"2019-04-23","7Czm0vv2sYL5z4P51KY66e"
"Roobaroo","A.R. Rahman",44,"2019-07-05","3vqJY3pVELLIxqXXyI08yr"
"Rose Golden","Kid Cudi",44,"2020-11-10","40jxatV29fk82SAziDsPqN"
"Roxanne","The Police",44,"2019-06-21","3EYOJ48Et32uATr9ZmLnAo"
"Somebody","Internet Money",44,"2019-11-02","735RSTb2xbtWbDtKD9XDYi"
"Dark Fantasy","Kanye West",43,"2020-07-11","7yNK27ZTpHew0c55VvIJgm"
"FEAR.","Kendrick Lamar",43,"2017-06-22","23luOrEVHMfoX0AhfbQuS6"
"Fell In Luv (feat. Bryson Tiller)","Playboi Carti",43,"2021-06-01","1s9DTymg5UQrdorZf43JQm"
"Hello","Adele",43,"2017-09-07","0ENSn4fwAbCGeFGVUbXEU3"
"Hold You Down (feat. GNRA)","Deraj",43,"2018-07-31","1D2BhY5iMzaGDXxGbA6i7q"
"Marvins Room","Drake",43,"2018-04-11","047fCsbO4NdmwCBn8pcUXl"
"Runaway Baby","Bruno Mars",43,"2019-03-27","5MMLS3xm12D7N26xlfFApr"
"The Less I Know The Better","Tame Impala",43,"2020-05-02","6K4t31amVTZDgR3sKmwUJJ"
"These Walls","Kendrick Lamar",43,"2020-01-23","7uWVT3UkCAZyANvv0bdyQn"
"WALK IN THE PARK","Jack Harlow",43,"2021-04-27","0XOKietGW4PXK4hs4jyfpO"
"Waterloo","ABBA",43,"2019-01-15","0RzhMHIsFMbOGh0oWDvNNK"
"We Can Work It Out - Remastered 2015","The Beatles",43,"2018-07-27","1hTUFqJuQAMjXVGwUPWDqi"
"my strange addiction","Billie Eilish",43,"2019-03-29","3Tc57t9l2O8FwQZtQOvPXK"
"44 Bars","Logic",42,"2018-03-13","4s2BWgnSQ9NZiOQM4PP4HB"
"Everybody Talks","Neon Trees",42,"2021-03-15","2iUmqdfGZcHIhS3b9E9EWq"
"Koi Kahe Kehta Rahe","Shankar Mahadevan",42,"2019-04-23","5zKRKQwLVBT1WDJE7XJrnm"
"La La Land (feat. YG)","Bryce Vine",42,"2021-02-11","4oM9DGUTrRaXJDypxxHztZ"
"Love Me","Lil Tecca",42,"2019-08-22","4e0FYxSROat25pH16zMTZI"
"Lovely Rita - Remix","The Beatles",42,"2019-01-22","3CdDBopz2XipdS5ICzhWHN"
"Praise God","Kanye West",42,"2021-08-29","0WSEq9Ko4kFPt8yo3ICd6T"
"Rich Girl","Daryl Hall & John Oates",42,"2020-05-16","0qRR9d89hIS0MHRkQ0ejxX"
"Runaway (U & I)","Galantis",42,"2021-02-15","46lFttIf5hnUZMGvjK0Wxo"
"Somebody That I Used To Know","Gotye",42,"2020-08-17","4wCmqSrbyCgxEXROQE6vtV"
"Wasted Times","The Weeknd",42,"2018-03-30","7DKS0rX27cCEPsK0R6tFWS"
"i miss the old u","blackbear",42,"2017-06-29","1nMYtxDrONcoGnKRvxTwPv"
"Amigo","Lil Tecca",41,"2019-10-26","2BULAwmRpScmZE7YOF07e5"
"BLOOD.","Kendrick Lamar",41,"2017-06-11","1n4jwRVXdkK2U34nBDUKKT"
"Baptized In Fire","Kid Cudi",41,"2020-07-12","6WSBZroxQaO3FYEpT2ACFH"
"Better Now","Post Malone",41,"2018-06-25","7dt6x5M1jzdTEt8oCbisTK"
"Guatemala - From Swaecation","Rae Sremmurd",41,"2019-01-10","0TCnOEVeLQMXOUrpPlM7uY"
"Jackie Chan","Tiesto",41,"2018-07-12","4kWO6O1BUXcZmaxitpVUwp"
"Majesty (with Labrinth & feat. Eminem)","Nicki Minaj",41,"2019-01-11","38TgLPNHsPzgqri5G4SPun"
"Man Of The Year","Juice WRLD",41,"2021-05-29","7AvprzMsRJpybaalckaT8c"
"Mrs. Robinson - Remastered","The Lemonheads",41,"2019-08-30","5EugXICXL06waHgP4iTI58"
